,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Silsbee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silver Spring,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0
Silver Springs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Silverton,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Simi Valley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Simms,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Simpsonsville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simpsonville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sims,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux Falls,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0
Siskiyou County,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Sissonville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slidell,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Smartsville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith County,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Smithfield Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Smithville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyrna,3,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0
Sneads,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Snohomish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snook,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snyder,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Socorro,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Soddy Daisy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soddy-Daisy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sodus,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Solvang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Somerton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonora,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Bend,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
South Connellsville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South El Monte,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Elgin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Gate,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
South Greensburg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Haven,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
South Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Jordan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Knoxville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Lake Tahoe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Milwaukee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South Ogden,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
South Salt Lake,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
South Sioux City,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Whitehall Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Southaven,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Southfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spalding County,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Spanaway,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Spanish Fork,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spanish Springs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparkman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sparks,0,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0
Sparta,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0
Spartanburg,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Spartanburg County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spenard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sperry,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Splendora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,1,1,4,2,4,2,2,1,0,1,3,0,1,0,0,0
Spokane Valley,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Spotsylvania,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spring,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Spring Hill,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1
Spring Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springdale,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Springfield,3,0,4,3,6,3,4,3,0,0,1,0,0,0,1,2
Springtown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springville,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Spruce Pine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
St Louis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Augustine,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
St. Charles County,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
St. Clair County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
St. Clair Shores,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Clair Township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Cloud,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0
St. Croix Falls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
St. Francis County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
St. Helena Parish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
St. James,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
St. Louis,4,4,10,3,9,2,1,1,0,0,0,0,0,0,0,0
St. Louis Park,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
St. Martin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Michaels,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
St. Paul,6,4,4,2,2,0,1,0,0,0,2,2,2,0,0,0
St. Petersburg,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0
St. Tammany Parish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stafford,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamford,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Rock Reservation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanfordville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stanley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stanton,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Stanwood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Starke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Starke County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
State College,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statesville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stead,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sterling,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Steubenville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stewartstown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
Stockbridge,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockton,4,3,2,0,3,2,2,1,0,1,0,0,0,1,0,0
Stockton Lake,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stone County,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Stone Mountain,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Stoneville,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stovall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Straban Township,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strasburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stratford,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Strong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stroudsburg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Struthers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Studio City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stutsman County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Suffield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffolk,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sugar Creek,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sugar Land,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sugarcreek,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Sullivan,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sumas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summerlin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Summerville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumrall,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sumter,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sun City,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunland Park,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Sunnyvale,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunridge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surfside Beach,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Surprise,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Sussex County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swan Quarter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swansea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sweetwater,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sylacauga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sylmar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvania,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sylvania Township,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sylvester,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Syracuse,1,2,0,0,2,1,1,0,1,0,0,0,1,1,0,0
Tacoma,2,2,2,2,3,0,0,2,0,0,0,0,0,0,0,1
Tahlequah,1,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0
Tahoka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talihina,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Talking Rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Talladega,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tallahassee,2,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0
Tamarac,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tampa,1,4,0,2,4,2,1,0,0,0,0,0,0,1,1,0
Tangipahoa Parish,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Taos,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Taos Pueblo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tarboro,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Tarpon Springs,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tate County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taunton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taylors,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylorsville,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Tehachapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehama County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tellico Plains,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Temecula,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tempe,4,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0
Temple,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Temple Hills,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Temple Terrace,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Templeton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Terre Haute,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Terrell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrytown,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
Tesuque,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tewksbury,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texarkana,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
The Colony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dalles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Village,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Villages,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thomas County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomaston,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thomasville,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Thompson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thonotosassa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thornton,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0
Thousand Oaks,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Three Points,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Springs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thurmont,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thurston County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiffin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tillamook County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Timberlake,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timberville,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Tishomingo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Titusville,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Tiverton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toccoa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Toledo,1,0,1,3,0,1,2,0,0,0,0,1,0,1,1,0
Tolleson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toms River,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonalea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tonopah,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Tooele,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Topeka,1,1,1,1,0,1,1,2,0,0,1,0,0,0,0,0
Toppenish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Topsham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Torrance,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
Towson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Traphill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Treme,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Tremont,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Trenton,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Trigg County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trinidad,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Trinity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trosper,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trotwood,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Troy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trumann,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Truth or Consequences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tualatin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucson,4,8,4,8,3,4,8,3,0,1,0,0,0,2,2,1
Tucumcari,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tukwila,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulare,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tularosa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tullahoma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tulsa,1,7,5,4,6,4,3,3,0,0,0,1,3,0,0,0
Tunbridge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tupelo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turlock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Tuscson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tuscumbia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tustin,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Twentynine Palms,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twinsburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Rivers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tyler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tyrone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Udall,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unadilla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Union City,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Union County,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Union Grove,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Township,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
Uniontown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
University City,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Upper Darby,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Urbandale,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Utica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uvalde,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vacaville,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Vadnais Heights,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdez,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdosta,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Valinda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallejo,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
Valley Falls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Valley Head,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley View,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Valparaiso,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Van Buren,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Van Nuys,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
Van Wert,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vancouver,0,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0
Vandalia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vassalboro,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Venice,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ventana Ranch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ventnor,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ventura,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vernon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Parish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vero Beach,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Vestavia Hills,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vici,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Victoria,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Victorville,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0
Viera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Villa Hills,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Villa Park,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Village of Oak Creek,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Vincennes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vineland,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
Vinita,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Vinton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Virginia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Beach,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0
Visalia,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0
Vista,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Volant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WInston Salem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wabash,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Waco,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Wadena County,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Wadesboro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wadsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagoner,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Wagoner County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wailuku,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Wake County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wake Forest,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldoboro,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wales,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Walker County,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Walla Walla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wallkill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Walloon Lake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Walls,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walnut,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Walnut Creek,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Walpole,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Walter Hill,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Walterboro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Walton,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Walton County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wamego,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wapato,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warner Robins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Warren,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
Warren County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrenton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Warrenville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Warwick,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Wasco,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
Washington,4,5,2,3,1,1,8,2,0,2,1,1,0,1,5,0
Washington County,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
Washington Court House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Washington Park,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Washita County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Washoe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wasilla,0,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0
Watagua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watauga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Watauga County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Water Valley,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterbury,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
